t_s,stage,q_rad,dq_rad_s,tau_Nm,q_ref_rad,dq_ref_rad_s,dq_filt_rad_s
34.053334,pos_sweep,-3.352522850,1.767150044,0.023437500,-3.311404629,0.000000000,1.884946553
34.058428,pos_sweep,-3.342743635,1.718062520,0.035156250,-3.301599895,0.000000000,1.861418907
34.063370,pos_sweep,-3.334498644,1.693518758,0.035156250,-3.291794336,0.000000000,1.872636652
34.068403,pos_sweep,-3.324527740,1.938956261,0.027343750,-3.281987954,0.000000000,1.927267329
34.073898,pos_sweep,-3.314364910,2.208937407,0.027343750,-3.272180751,0.000000000,1.979064952
34.078434,pos_sweep,-3.304202318,2.282568693,0.027343750,-3.262372730,0.000000000,1.975148221
34.084428,pos_sweep,-3.293656111,1.889868736,0.027343750,-3.252563894,0.000000000,1.89672177
34.089346,pos_sweep,-3.285027504,1.546256304,0.035156250,-3.242754244,0.000000000,1.819956294
34.093350,pos_sweep,-3.276974201,1.988043785,0.035156250,-3.232943784,0.000000000,1.809527681
34.098327,pos_sweep,-3.268345356,1.521712542,0.042968750,-3.223132516,0.000000000,1.755831992
34.103313,pos_sweep,-3.260100365,1.104468703,0.039062500,-3.213320441,0.000000000,1.758880002
34.108323,pos_sweep,-3.249554157,2.258024931,0.039062500,-3.203507564,0.000000000,1.92053815
34.113310,pos_sweep,-3.239391565,2.037131310,0.039062500,-3.193693885,0.000000000,2.000399384
34.119122,pos_sweep,-3.228461981,2.356199980,0.027343750,-3.183879408,0.000000000,2.071357875
34.123302,pos_sweep,-3.217148781,1.767150044,0.019531250,-3.174064136,0.000000000,2.07327898
34.128432,pos_sweep,-3.205643892,2.331656218,0.019531250,-3.164248069,0.000000000,2.149396776
34.133304,pos_sweep,-3.192221403,2.626181364,0.007812500,-3.154431212,0.000000000,2.181340219
34.138427,pos_sweep,-3.179566145,2.552550077,0.007812500,-3.144613566,0.000000000,2.105467194
34.143311,pos_sweep,-3.167677641,1.791693807,0.007812500,-3.134795134,0.000000000,1.921234368
34.148300,pos_sweep,-3.159432650,1.423537493,0.011718750,-3.124975918,0.000000000,1.768398381
34.153403,pos_sweep,-3.150420427,1.227187514,0.019531250,-3.115155921,0.000000000,1.699146575
34.158312,pos_sweep,-3.141408205,1.938956261,0.023437500,-3.105335145,0.000000000,1.744283828
34.164309,pos_sweep,-3.131245613,1.791693807,0.019531250,-3.095513593,0.000000000,1.742238183
34.168314,pos_sweep,-3.122041702,1.963500023,0.019531250,-3.085691267,0.000000000,1.728205942
34.173298,pos_sweep,-3.113604784,1.521712542,0.027343750,-3.075868169,0.000000000,1.657145306
34.178379,pos_sweep,-3.105551481,1.472625017,0.027343750,-3.066044303,0.000000000,1.618909606
34.184507,pos_sweep,-3.097114563,1.742606282,0.035156250,-3.056219670,0.000000000,1.616129007
34.188301,pos_sweep,-3.090019703,1.398993731,0.039062500,-3.046394273,0.000000000,1.58269402
34.193362,pos_sweep,-3.082541704,1.546256304,0.027343750,-3.036568114,0.000000000,1.593782604
34.198295,pos_sweep,-3.073337793,1.374449968,0.035156250,-3.026741196,0.000000000,1.616390171
34.203300,pos_sweep,-3.063558578,1.668974996,0.042968750,-3.016913522,0.000000000,1.69763696
34.208392,pos_sweep,-3.052437067,2.061675072,0.035156250,-3.007085093,0.000000000,1.78583057
34.214316,pos_sweep,-3.039973497,1.791693807,0.027343750,-2.997255913,0.000000000,1.807167549
34.218377,pos_sweep,-3.029810905,2.258024931,0.023437500,-2.987425983,0.000000000,1.832254909
34.223516,pos_sweep,-3.018306017,1.644431233,0.023437500,-2.977595306,0.000000000,1.754148083
34.228494,pos_sweep,-3.008718491,1.840781212,0.027343750,-2.967763885,0.000000000,1.702633409
34.233896,pos_sweep,-2.998939514,1.767150044,0.027343750,-2.957931722,0.000000000,1.617635752
34.239309,pos_sweep,-2.991652966,0.883575022,0.042968750,-2.948098820,0.000000000,1.496400209
34.243751,pos_sweep,-2.985133648,1.129012465,0.042968750,-2.938265180,0.000000000,1.523695548
34.248832,pos_sweep,-2.976505041,1.767150044,0.035156250,-2.928430806,0.000000000,1.646650511
34.253309,pos_sweep,-2.966917515,1.889868736,0.042968750,-2.918595700,0.000000000,1.740399914
34.258429,pos_sweep,-2.957330227,1.448081255,0.039062500,-2.908759864,0.000000000,1.797922451
34.263303,pos_sweep,-2.945250034,2.208937407,0.035156250,-2.898923301,0.000000000,1.940236252
34.268293,pos_sweep,-2.934512138,2.208937407,0.023437500,-2.889086013,0.000000000,2.017424759
34.273301,pos_sweep,-2.923390627,2.258024931,0.027343750,-2.879248003,0.000000000,2.048196209
34.278473,pos_sweep,-2.913036346,1.546256304,0.039062500,-2.869409273,0.000000000,2.028111319
34.283310,pos_sweep,-2.902873755,2.233481169,0.023437500,-2.859569826,0.000000000,2.124813977
34.288307,pos_sweep,-2.892135859,2.503462553,0.023437500,-2.849729664,0.000000000,2.19517889
34.294314,pos_sweep,-2.880247355,2.478918791,0.023437500,-2.839888790,0.000000000,2.190824868
34.298379,pos_sweep,-2.868742466,2.233481169,0.007812500,-2.830047205,0.000000000,2.116645315
34.303437,pos_sweep,-2.856662512,2.037131310,0.007812500,-2.820204913,0.000000000,2.014148172
34.308308,pos_sweep,-2.844582319,1.840781212,0.007812500,-2.810361916,0.000000000,1.90608059
34.313277,pos_sweep,-2.833460808,2.012587547,0.007812500,-2.800518217,0.000000000,1.813839664
34.318283,pos_sweep,-2.823298216,1.816237450,0.011718750,-2.790673817,0.000000000,1.673428071
34.323278,pos_sweep,-2.815819979,0.859031260,0.027343750,-2.780828719,0.000000000,1.498403667
34.328283,pos_sweep,-2.809108973,1.300818801,0.027343750,-2.770982927,0.000000000,1.478344412
34.333282,pos_sweep,-2.801822424,1.349906206,0.027343750,-2.761136441,0.000000000,1.501312169
34.338283,pos_sweep,-2.794344187,1.349906206,0.035156250,-2.751289266,0.000000000,1.560976297
34.343276,pos_sweep,-2.787249565,1.448081255,0.042968750,-2.741441402,0.000000000,1.671797636
34.348367,pos_sweep,-2.777662277,2.208937407,0.027343750,-2.731592853,0.000000000,1.836841275
34.353280,pos_sweep,-2.768458366,1.718062520,0.042968750,-2.721743622,0.000000000,1.911699706
34.358346,pos_sweep,-2.758870840,2.307112455,0.042968750,-2.711893709,0.000000000,2.033490122
34.363278,pos_sweep,-2.748324871,2.110762596,0.027343750,-2.702043119,0.000000000,2.088962496
34.368279,pos_sweep,-2.737778664,2.110762596,0.039062500,-2.692191854,0.000000000,2.139151164
34.373281,pos_sweep,-2.726273775,2.454375029,0.027343750,-2.682339915,0.000000000,2.196220389
34.378273,pos_sweep,-2.714768887,2.233481169,0.027343750,-2.672487306,0.000000000,2.190720489
34.383272,pos_sweep,-2.703647375,2.577093840,0.011718750,-2.662634028,0.000000000,2.174856652
34.388271,pos_sweep,-2.692334414,2.012587547,0.023437500,-2.652780085,0.000000000,2.061502298
34.393270,pos_sweep,-2.681021214,1.816237450,0.007812500,-2.642925479,0.000000000,1.960003447
34.398279,pos_sweep,-2.668749332,1.816237450,0.003906250,-2.633070212,0.000000000,1.893349264
34.403270,pos_sweep,-2.657819748,2.233481169,0.011718750,-2.623214287,0.000000000,1.845384727
34.408270,pos_sweep,-2.648232222,1.668974996,0.019531250,-2.613357706,0.000000000,1.703356977
34.413294,pos_sweep,-2.640753984,0.957206249,0.035156250,-2.603500471,0.000000000,1.569662411
34.419605,pos_sweep,-2.631933689,1.398993731,0.027343750,-2.593642586,0.000000000,1.584409287
34.424009,pos_sweep,-2.624455452,1.349906206,0.019531250,-2.583784052,0.000000000,1.644095464
34.428308,pos_sweep,-2.615251541,1.816237450,0.027343750,-2.573924873,0.000000000,1.775084505
34.433283,pos_sweep,-2.604897261,2.478918791,0.011718750,-2.564065049,0.000000000,1.896099276
34.438299,pos_sweep,-2.593775749,1.963500023,0.027343750,-2.554204585,0.000000000,1.875855661
34.444464,pos_sweep,-2.583229780,1.816237450,0.019531250,-2.544343483,0.000000000,1.834369619
34.448280,pos_sweep,-2.572875261,1.938956261,0.019531250,-2.534481744,0.000000000,1.797278285
34.453274,pos_sweep,-2.563863039,1.374449968,0.023437500,-2.524619371,0.000000000,1.725848356
34.458535,pos_sweep,-2.554275751,1.816237450,0.023437500,-2.514756368,0.000000000,1.739587109
34.463271,pos_sweep,-2.545071840,1.570799947,0.027343750,-2.504892736,0.000000000,1.734748063
34.468297,pos_sweep,-2.536059618,1.963500023,0.023437500,-2.495028477,0.000000000,1.76964524
34.473298,pos_sweep,-2.526088715,1.570799947,0.023437500,-2.485163595,0.000000000,1.757557694
34.478275,pos_sweep,-2.516117811,1.791693807,0.027343750,-2.475298091,0.000000000,1.790734758
34.483271,pos_sweep,-2.505955219,2.135306358,0.023437500,-2.465431969,0.000000000,1.823679376
34.489319,pos_sweep,-2.494642019,1.889868736,0.023437500,-2.455565230,0.000000000,1.781094737
34.495056,pos_sweep,-2.485630035,1.448081255,0.023437500,-2.445697878,0.000000000,1.712146467
34.498287,pos_sweep,-2.475275517,2.037131310,0.019531250,-2.435829914,0.000000000,1.707199871
34.504291,pos_sweep,-2.466838598,1.276275039,0.035156250,-2.425961341,0.000000000,1.622287556
34.508283,pos_sweep,-2.460319281,1.325362444,0.035156250,-2.416092161,0.000000000,1.621238543
34.513260,pos_sweep,-2.451307058,1.521712542,0.027343750,-2.406222378,0.000000000,1.691901234
34.518260,pos_sweep,-2.441336155,1.988043785,0.039062500,-2.396351993,0.000000000,1.803812681
34.523264,pos_sweep,-2.430214643,2.110762596,0.027343750,-2.386481009,0.000000000,1.871071902
34.528277,pos_sweep,-2.418518066,1.963500023,0.035156250,-2.376609428,0.000000000,1.880237117
34.533263,pos_sweep,-2.408163786,2.110762596,0.027343750,-2.366737253,0.000000000,1.869221842
34.538256,pos_sweep,-2.398767948,1.570799947,0.027343750,-2.356864486,0.000000000,1.79966416
34.543267,pos_sweep,-2.390906334,1.472625017,0.039062500,-2.346991131,0.000000000,1.785576462
34.548258,pos_sweep,-2.382086039,1.791693807,0.039062500,-2.337117188,0.000000000,1.847339032
34.553262,pos_sweep,-2.371923447,1.865324974,0.035156250,-2.327242661,0.000000000,1.922588375
34.558298,pos_sweep,-2.361952543,2.208937407,0.027343750,-2.317367553,0.000000000,2.011716689
34.563490,pos_sweep,-2.350255728,2.380743742,0.023437500,-2.307491865,0.000000000,2.053044476
34.568341,pos_sweep,-2.339517832,1.693518758,0.019531250,-2.297615600,0.000000000,2.014947556
34.574265,pos_sweep,-2.326095581,2.307112455,0.011718750,-2.287738761,0.000000000,2.054755565
34.578262,pos_sweep,-2.314974070,2.110762596,0.019531250,-2.277861349,0.000000000,2.033399653
34.585078,pos_sweep,-2.303085804,2.356199980,0.011718750,-2.267983369,0.000000000,1.993293229
34.589599,pos_sweep,-2.293498278,1.497168779,0.019531250,-2.258104821,0.000000000,1.865228834
34.593278,pos_sweep,-2.285061359,1.791693807,0.019531250,-2.248225709,0.000000000,1.82637142
34.598261,pos_sweep,-2.275090694,1.963500023,0.019531250,-2.238346035,0.000000000,1.795918844
34.603266,pos_sweep,-2.266078472,1.644431233,0.019531250,-2.228465801,0.000000000,1.724849497
34.608266,pos_sweep,-2.255532265,1.546256304,0.023437500,-2.218585010,0.000000000,1.673271183
34.614576,pos_sweep,-2.244027376,1.914412498,0.019531250,-2.208703664,0.000000000,1.652477556
34.618302,pos_sweep,-2.235974073,1.448081255,0.023437500,-2.198821767,0.000000000,1.568198568
34.623258,pos_sweep,-2.226578236,1.497168779,0.019531250,-2.188939319,0.000000000,1.5130325
34.628282,pos_sweep,-2.219100237,1.129012465,0.035156250,-2.179056324,0.000000000,1.461711334
34.633261,pos_sweep,-2.211622000,1.472625017,0.035156250,-2.169172785,0.000000000,1.491026633
34.638413,pos_sweep,-2.202801466,1.472625017,0.039062500,-2.159288703,0.000000000,1.524801944
34.644284,pos_sweep,-2.194556475,1.251731277,0.042968750,-2.149404082,0.000000000,1.571223414
34.648267,pos_sweep,-2.186502934,1.742606282,0.035156250,-2.139518923,0.000000000,1.695080425
34.653260,pos_sweep,-2.176532030,2.061675072,0.039062500,-2.129633229,0.000000000,1.807418558
34.658262,pos_sweep,-2.167136431,1.668974996,0.039062500,-2.119747003,0.000000000,1.858132358
34.663270,pos_sweep,-2.155439854,2.159849882,0.019531250,-2.109860247,0.000000000,1.954692364
34.668261,pos_sweep,-2.143743277,2.282568693,0.023437500,-2.099972963,0.000000000,2.001528194
34.673259,pos_sweep,-2.132046461,2.282568693,0.011718750,-2.090085154,0.000000000,1.980248035
34.678260,pos_sweep,-2.121883869,1.668974996,0.027343750,-2.080196823,0.000000000,1.885694202
34.683279,pos_sweep,-2.112679958,1.595343709,0.035156250,-2.070307972,0.000000000,1.843666758
34.688249,pos_sweep,-2.102709055,1.938956261,0.035156250,-2.060418603,0.000000000,1.86182555
34.693388,pos_sweep,-2.093505144,1.816237450,0.035156250,-2.050528719,0.000000000,1.861290117
34.698257,pos_sweep,-2.082958937,2.061675072,0.027343750,-2.040638323,0.000000000,1.871674131
34.703254,pos_sweep,-2.072796345,1.570799947,0.023437500,-2.030747416,0.000000000,1.83600748
34.708255,pos_sweep,-2.063209057,1.914412498,0.035156250,-2.020856002,0.000000000,1.864619369
34.713263,pos_sweep,-2.053621531,1.938956261,0.035156250,-2.010964082,0.000000000,1.881162862
34.718247,pos_sweep,-2.045184612,1.816237450,0.039062500,-2.001071660,0.000000000,1.883698928
34.723262,pos_sweep,-2.036172628,1.865324974,0.039062500,-1.991178737,0.000000000,1.90258568
34.728241,pos_sweep,-2.026393414,1.546256304,0.035156250,-1.981285317,0.000000000,1.930503336
34.734417,pos_sweep,-2.015847206,2.208937407,0.027343750,-1.971391401,0.000000000,2.051551223
34.738249,pos_sweep,-2.004917622,2.208937407,0.019531250,-1.961496993,0.000000000,2.134453306
34.743231,pos_sweep,-1.993604422,1.963500023,0.011718750,-1.951602094,0.000000000,2.199302625
34.748236,pos_sweep,-1.979606867,3.141599894,0.003906250,-1.941706707,0.000000000,2.32130359
34.753246,pos_sweep,-1.966567993,2.699812412,0.000000000,-1.931810835,0.000000000,2.244488749
34.758238,pos_sweep,-1.954679608,2.135306358,0.003906250,-1.921914480,0.000000000,2.057316784
34.763237,pos_sweep,-1.946050882,1.374449968,0.023437500,-1.912017644,0.000000000,1.851242429
34.768312,pos_sweep,-1.937805772,1.816237450,0.023437500,-1.902120330,0.000000000,1.760728607
34.773251,pos_sweep,-1.929560542,1.300818801,0.023437500,-1.892222541,0.000000000,1.656761067
34.778237,pos_sweep,-1.921507120,1.570799947,0.035156250,-1.882324279,0.000000000,1.639063509
34.783238,pos_sweep,-1.912303329,1.668974996,0.023437500,-1.872425546,0.000000000,1.637911041
34.788226,pos_sweep,-1.902332425,1.595343709,0.027343750,-1.862526345,0.000000000,1.629229579
34.793261,pos_sweep,-1.894087195,1.276275039,0.035156250,-1.852626679,0.000000000,1.628761061
34.798250,pos_sweep,-1.884883285,1.889868736,0.035156250,-1.842726549,0.000000000,1.713724833
34.803247,pos_sweep,-1.876062870,1.276275039,0.027343750,-1.832825958,0.000000000,1.755996481
34.808239,pos_sweep,-1.867050767,2.135306358,0.027343750,-1.822924910,0.000000000,1.91453856
34.813268,pos_sweep,-1.856696367,1.816237450,0.035156250,-1.813023406,0.000000000,2.019572989
34.818267,pos_sweep,-1.845574975,2.478918791,0.035156250,-1.803121448,0.000000000,2.173889999
34.823243,pos_sweep,-1.833878279,2.577093840,0.019531250,-1.793219040,0.000000000,2.25427696
34.828226,pos_sweep,-1.822373390,2.307112455,0.023437500,-1.783316183,0.000000000,2.256422562
34.833566,pos_sweep,-1.810101509,2.847074986,0.007812500,-1.773412880,0.000000000,2.246282419
34.838241,pos_sweep,-1.798788428,2.061675072,0.007812500,-1.763509134,0.000000000,2.090527748
34.843232,pos_sweep,-1.787858844,2.184393644,0.007812500,-1.753604948,0.000000000,1.94176612
34.848234,pos_sweep,-1.778654933,1.178099990,0.019531250,-1.743700323,0.000000000,1.734198685
34.853231,pos_sweep,-1.771368504,1.178099990,0.027343750,-1.733795261,0.000000000,1.661413292
34.858234,pos_sweep,-1.763315082,1.595343709,0.027343750,-1.723889767,0.000000000,1.705768891
34.863237,pos_sweep,-1.753919363,1.791693807,0.023437500,-1.713983841,0.000000000,1.776888321
34.868232,pos_sweep,-1.744523764,1.914412498,0.019531250,-1.704077487,0.000000000,1.844419335
34.873235,pos_sweep,-1.733402371,2.110762596,0.011718750,-1.694170707,0.000000000,1.894986056
34.878238,pos_sweep,-1.722856164,1.840781212,0.023437500,-1.684263504,0.000000000,1.893254862
34.883245,pos_sweep,-1.712885261,2.184393644,0.019531250,-1.674355879,0.000000000,1.904241744
34.888241,pos_sweep,-1.703489661,1.619887471,0.023437500,-1.664447836,0.000000000,1.847328008
34.893236,pos_sweep,-1.695052743,1.570799947,0.023437500,-1.654539377,0.000000000,1.845539198
34.898234,pos_sweep,-1.684890032,1.914412498,0.023437500,-1.644630504,0.000000000,1.910339139
34.903241,pos_sweep,-1.673768759,2.061675072,0.023437500,-1.634721220,0.000000000,1.974151817
34.909263,pos_sweep,-1.661688566,2.331656218,0.019531250,-1.624811527,0.000000000,2.016751421
34.913250,pos_sweep,-1.650758982,2.012587547,0.007812500,-1.614901428,0.000000000,1.983027322
34.918249,pos_sweep,-1.639829278,2.331656218,0.011718750,-1.604990925,0.000000000,1.94213869
34.923266,pos_sweep,-1.629091382,1.742606282,0.007812500,-1.595080021,0.000000000,1.806842413
34.929374,pos_sweep,-1.618928790,1.497168779,0.011718750,-1.585168718,0.000000000,1.687115095
34.933227,pos_sweep,-1.610300064,1.521712542,0.011718750,-1.575257019,0.000000000,1.613425202
34.938228,pos_sweep,-1.602438450,1.300818801,0.027343750,-1.565344927,0.000000000,1.561963772
34.943228,pos_sweep,-1.595919013,1.398993731,0.039062500,-1.555432442,0.000000000,1.573796237
34.948223,pos_sweep,-1.588057280,1.668974996,0.039062500,-1.545519569,0.000000000,1.627995711
34.953228,pos_sweep,-1.578853369,1.300818801,0.027343750,-1.535606310,0.000000000,1.672263006
34.959226,pos_sweep,-1.567731977,1.889868736,0.023437500,-1.525692667,0.000000000,1.806557501
34.963235,pos_sweep,-1.557761192,2.380743742,0.023437500,-1.515778642,0.000000000,1.920659792
34.968241,pos_sweep,-1.546831489,2.037131310,0.023437500,-1.505864238,0.000000000,1.923251205
34.973222,pos_sweep,-1.535518408,2.135306358,0.019531250,-1.495949458,0.000000000,1.898241414
34.978223,pos_sweep,-1.525547504,1.718062520,0.027343750,-1.486034304,0.000000000,1.815774022
34.983219,pos_sweep,-1.516727090,1.300818801,0.027343750,-1.476118778,0.000000000,1.756989037
34.988235,pos_sweep,-1.506756186,1.963500023,0.027343750,-1.466202884,0.000000000,1.808766361
34.993255,pos_sweep,-1.498127460,1.423537493,0.023437500,-1.456286622,0.000000000,1.823040775
34.998214,pos_sweep,-1.487581372,2.356199980,0.023437500,-1.446369997,0.000000000,1.934143088
35.003238,pos_sweep,-1.477035165,1.791693807,0.023437500,-1.436453010,0.000000000,1.942951167
35.008281,pos_sweep,-1.465722084,2.184393644,0.019531250,-1.426535664,0.000000000,1.988419603
35.013540,pos_sweep,-1.453258395,2.208937407,0.007812500,-1.416617961,0.000000000,1.986389668
35.018220,pos_sweep,-1.441945314,2.086218834,0.003906250,-1.406699905,0.000000000,1.930420678
35.023273,pos_sweep,-1.431015730,1.816237450,0.019531250,-1.396781496,0.000000000,1.836690776
35.028216,pos_sweep,-1.422578812,1.423537493,0.023437500,-1.386862739,0.000000000,1.747918161
35.034301,pos_sweep,-1.413566589,1.742606282,0.019531250,-1.376943634,0.000000000,1.737765923
35.038243,pos_sweep,-1.405129671,1.668974996,0.023437500,-1.367024186,0.000000000,1.726440524
35.043368,pos_sweep,-1.396309257,1.546256304,0.023437500,-1.357104395,0.000000000,1.729043086
35.049411,pos_sweep,-1.384804368,2.159849882,0.019531250,-1.347184266,0.000000000,1.775947812
35.053212,pos_sweep,-1.375792265,1.840781212,0.023437500,-1.337263799,0.000000000,1.729805918
35.058708,pos_sweep,-1.367163539,1.767150044,0.023437500,-1.327342998,0.000000000,1.656766861
35.063319,pos_sweep,-1.358343124,1.398993731,0.027343750,-1.317421866,0.000000000,1.556974152
35.068220,pos_sweep,-1.350673199,1.055381298,0.039062500,-1.307500404,0.000000000,1.495471272
35.073260,pos_sweep,-1.342811584,1.227187514,0.039062500,-1.297578615,0.000000000,1.540633315
35.078218,pos_sweep,-1.333224177,1.644431233,0.035156250,-1.287656502,0.000000000,1.661765444
35.083538,pos_sweep,-1.324403763,1.767150044,0.042968750,-1.277734067,0.000000000,1.787098877
35.088229,pos_sweep,-1.314816356,1.988043785,0.039062500,-1.267811312,0.000000000,1.917267323
35.093264,pos_sweep,-1.304653764,2.208937407,0.042968750,-1.257888240,0.000000000,2.030281628
35.098415,pos_sweep,-1.295066357,2.258024931,0.035156250,-1.247964854,0.000000000,2.099995002
35.103233,pos_sweep,-1.283369660,2.429831266,0.035156250,-1.238041156,0.000000000,2.131406549
35.108321,pos_sweep,-1.271864772,2.110762596,0.011718750,-1.228117149,0.000000000,2.090488682
35.114223,pos_sweep,-1.259784698,2.110762596,0.035156250,-1.218192834,0.000000000,2.044657012
35.118213,pos_sweep,-1.249621987,2.110762596,0.027343750,-1.208268215,0.000000000,1.982803285
35.124250,pos_sweep,-1.239842892,1.570799947,0.027343750,-1.198343294,0.000000000,1.889935966
35.128217,pos_sweep,-1.230447173,1.546256304,0.027343750,-1.188418074,0.000000000,1.874417875
35.133221,pos_sweep,-1.220668077,2.208937407,0.027343750,-1.178492556,0.000000000,1.93843654
35.138214,pos_sweep,-1.209738374,2.503462553,0.023437500,-1.168566743,0.000000000,1.936893715
35.143553,pos_sweep,-1.200150967,1.595343709,0.027343750,-1.158640639,0.000000000,1.798031192
35.148191,pos_sweep,-1.190755367,1.693518758,0.035156250,-1.148714244,0.000000000,1.708294181
35.153192,pos_sweep,-1.181359768,1.202643752,0.035156250,-1.138787563,0.000000000,1.6221383
35.158196,pos_sweep,-1.172922850,1.472625017,0.042968750,-1.128860597,0.000000000,1.637655615
35.163209,pos_sweep,-1.163527131,1.619887471,0.027343750,-1.118933348,0.000000000,1.693171515
35.168198,pos_sweep,-1.153364539,1.668974996,0.035156250,-1.109005820,0.000000000,1.766449321
35.175211,pos_sweep,-1.140325665,1.914412498,0.023437500,-1.099078015,0.000000000,1.863352049
35.178247,pos_sweep,-1.133230925,2.012587547,0.035156250,-1.089149935,0.000000000,1.94787922
35.183190,pos_sweep,-1.124027014,1.791693807,0.039062500,-1.079221583,0.000000000,2.016722987
35.188196,pos_sweep,-1.113289118,2.503462553,0.027343750,-1.069292960,0.000000000,2.140107238
35.193221,pos_sweep,-1.101592541,2.331656218,0.023437500,-1.059364071,0.000000000,2.175424801
35.198190,pos_sweep,-1.088937163,2.601637602,0.019531250,-1.049434916,0.000000000,2.172876441
35.203197,pos_sweep,-1.076857090,1.816237450,0.019531250,-1.039505500,0.000000000,2.066408931
35.208193,pos_sweep,-1.065735698,2.110762596,0.007812500,-1.029575823,0.000000000,2.020575663
35.213270,pos_sweep,-1.054997802,1.889868736,0.007812500,-1.019645889,0.000000000,1.952883722
35.218187,pos_sweep,-1.045026898,2.110762596,0.019531250,-1.009715700,0.000000000,1.90046477
35.223194,pos_sweep,-1.034097195,2.037131310,0.007812500,-0.999785259,0.000000000,1.797075781
35.229340,pos_sweep,-1.024509788,1.374449968,0.019531250,-0.989854568,0.000000000,1.635504361
35.233278,pos_sweep,-1.016839862,1.374449968,0.019531250,-0.979923629,0.000000000,1.537204883
35.238276,pos_sweep,-1.008978248,1.129012465,0.039062500,-0.969992445,0.000000000,1.47835243
35.243188,pos_sweep,-1.002458811,1.006293774,0.039062500,-0.960061019,0.000000000,1.504169756
35.248288,pos_sweep,-0.995747626,1.349906206,0.042968750,-0.950129353,0.000000000,1.650657643
35.253287,pos_sweep,-0.986160219,2.478918791,0.039062500,-0.940197449,0.000000000,1.870038873
35.258254,pos_sweep,-0.976381063,1.938956261,0.035156250,-0.930265310,0.000000000,1.941845437
35.263253,pos_sweep,-0.965834916,1.865324974,0.035156250,-0.920332939,0.000000000,2.014352254
35.268206,pos_sweep,-0.953371286,2.331656218,0.027343750,-0.910400337,0.000000000,2.12297892
35.273202,pos_sweep,-0.941099405,2.552550077,0.011718750,-0.900467508,0.000000000,2.181028319
35.278333,pos_sweep,-0.928252280,2.380743742,0.011718750,-0.890534454,0.000000000,2.149031721
35.283199,pos_sweep,-0.916172147,2.454375029,0.007812500,-0.880601177,0.000000000,2.060874915
35.288215,pos_sweep,-0.905625999,1.595343709,0.011718750,-0.870667680,0.000000000,1.877345202
35.293198,pos_sweep,-0.897572637,1.570799947,0.011718750,-0.860733966,0.000000000,1.762164394
35.298197,pos_sweep,-0.889710963,1.349906206,0.027343750,-0.850800036,0.000000000,1.693364725
35.303320,pos_sweep,-0.880890548,1.423537493,0.035156250,-0.840865893,0.000000000,1.707809345
35.308270,pos_sweep,-0.872645378,1.742606282,0.035156250,-0.830931541,0.000000000,1.791153139
35.313199,pos_sweep,-0.862674475,1.938956261,0.019531250,-0.820996980,0.000000000,1.886263269
35.318305,pos_sweep,-0.851936579,2.233481169,0.023437500,-0.811062214,0.000000000,1.96860216
35.324316,pos_sweep,-0.841773927,2.258024931,0.019531250,-0.801127246,0.000000000,1.986742135
35.328186,pos_sweep,-0.831227779,2.110762596,0.027343750,-0.791192077,0.000000000,1.939131104
35.333176,pos_sweep,-0.822599113,1.276275039,0.027343750,-0.781256711,0.000000000,1.849921624
35.339329,pos_sweep,-0.812052965,1.988043785,0.019531250,-0.771321149,0.000000000,1.899747281
35.343289,pos_sweep,-0.803232551,1.718062520,0.019531250,-0.761385394,0.000000000,1.92817245
35.349345,pos_sweep,-0.793069899,1.816237450,0.027343750,-0.751449449,0.000000000,2.007522114
35.353191,pos_sweep,-0.781373262,2.528006315,0.019531250,-0.741513316,0.000000000,2.13323358
35.358371,pos_sweep,-0.769484937,2.380743742,0.007812500,-0.731576998,0.000000000,2.163263694
35.363173,pos_sweep,-0.756254315,2.429831266,0.003906250,-0.721640497,0.000000000,2.140583011
35.369197,pos_sweep,-0.743598938,2.478918791,0.007812500,-0.711703815,0.000000000,2.047797021
35.373180,pos_sweep,-0.734395027,1.693518758,0.007812500,-0.701766955,0.000000000,1.850519737
35.379183,pos_sweep,-0.726341605,1.055381298,0.023437500,-0.691829921,0.000000000,1.691294894
35.383167,pos_sweep,-0.719438672,1.791693807,0.027343750,-0.681892713,0.000000000,1.686196886
35.388192,pos_sweep,-0.711193502,1.349906206,0.023437500,-0.671955334,0.000000000,1.655529514
35.393168,pos_sweep,-0.702756584,1.374449968,0.027343750,-0.662017788,0.000000000,1.698936284
35.398171,pos_sweep,-0.693744421,2.086218834,0.027343750,-0.652080076,0.000000000,1.820989035
35.403168,pos_sweep,-0.683773518,1.988043785,0.035156250,-0.642142201,0.000000000,1.87875785
35.408175,pos_sweep,-0.674569607,1.889868736,0.027343750,-0.632204166,0.000000000,1.910038953
35.413168,pos_sweep,-0.664790452,2.159849882,0.023437500,-0.622265972,0.000000000,1.946208726
35.418183,pos_sweep,-0.654819608,1.619887471,0.027343750,-0.612327623,0.000000000,1.930598139
35.423168,pos_sweep,-0.645040452,2.061675072,0.035156250,-0.602389121,0.000000000,1.99029472
35.428168,pos_sweep,-0.633919060,2.478918791,0.027343750,-0.592450468,0.000000000,2.032690794
35.433177,pos_sweep,-0.623756409,1.595343709,0.023437500,-0.582511667,0.000000000,1.966934267
35.439215,pos_sweep,-0.612443268,2.258024931,0.023437500,-0.572572721,0.000000000,1.991240411
