t_s,stage,q_rad,dq_rad_s,tau_Nm,q_ref_rad,dq_ref_rad_s
42.166475,pos_sweep,11.896048546,1.521712542,0.035156250,11.934991256,0.000000000
42.171537,pos_sweep,11.903527260,1.325362444,0.035156250,11.942943068,0.000000000
42.176484,pos_sweep,11.910429955,1.006293774,0.042968750,11.950891894,0.000000000
42.181485,pos_sweep,11.917140961,1.251731277,0.042968750,11.958837732,0.000000000
42.186578,pos_sweep,11.924427986,1.497168779,0.042968750,11.966780581,0.000000000
42.191479,pos_sweep,11.933247566,1.889868736,0.035156250,11.974720437,0.000000000
42.196478,pos_sweep,11.940726280,1.398993731,0.042968750,11.982657301,0.000000000
42.201518,pos_sweep,11.948971748,1.742606282,0.035156250,11.990591168,0.000000000
42.206480,pos_sweep,11.957983017,1.742606282,0.027343750,11.998522038,0.000000000
42.211596,pos_sweep,11.966803551,1.668974996,0.035156250,12.006449908,0.000000000
42.217501,pos_sweep,11.978692055,2.037131310,0.019531250,12.014374777,0.000000000
42.221485,pos_sweep,11.986170769,1.374449968,0.023437500,12.022296642,0.000000000
42.226489,pos_sweep,11.995566368,1.988043785,0.023437500,12.030215502,0.000000000
42.231491,pos_sweep,12.004770279,1.423537493,0.019531250,12.038131353,0.000000000
42.236491,pos_sweep,12.012439728,1.030837536,0.023437500,12.046044196,0.000000000
42.241482,pos_sweep,12.018767357,1.006293774,0.027343750,12.053954027,0.000000000
42.246487,pos_sweep,12.026629448,1.521712542,0.019531250,12.061860844,0.000000000
42.251482,pos_sweep,12.035066605,1.055381298,0.023437500,12.069764646,0.000000000
42.256482,pos_sweep,12.042927742,1.668974996,0.023437500,12.077665431,0.000000000
42.261479,pos_sweep,12.051556587,1.889868736,0.019531250,12.085563196,0.000000000
42.266483,pos_sweep,12.060760498,1.791693807,0.011718750,12.093457939,0.000000000
42.271478,pos_sweep,12.068238258,1.423537493,0.023437500,12.101349660,0.000000000
42.276519,pos_sweep,12.076292038,1.595343709,0.023437500,12.109238355,0.000000000
42.283752,pos_sweep,12.087222099,1.374449968,0.023437500,12.117124022,0.000000000
42.286520,pos_sweep,12.090481758,1.104468703,0.027343750,12.125006661,0.000000000
42.292505,pos_sweep,12.096809387,1.398993731,0.023437500,12.132886268,0.000000000
42.296497,pos_sweep,12.104862213,1.742606282,0.027343750,12.140762842,0.000000000
42.301488,pos_sweep,12.113107681,1.546256304,0.023437500,12.148636381,0.000000000
42.306480,pos_sweep,12.120202065,1.227187514,0.027343750,12.156506882,0.000000000
42.312680,pos_sweep,12.129597664,1.202643752,0.019531250,12.164374345,0.000000000
42.316494,pos_sweep,12.136884689,1.325362444,0.027343750,12.172238766,0.000000000
42.321488,pos_sweep,12.143595695,1.349906206,0.027343750,12.180100144,0.000000000
42.326498,pos_sweep,12.150690079,1.325362444,0.027343750,12.187958478,0.000000000
42.331489,pos_sweep,12.159127235,1.398993731,0.027343750,12.195813764,0.000000000
42.337556,pos_sweep,12.167181015,1.546256304,0.023437500,12.203666001,0.000000000
42.341489,pos_sweep,12.174467087,1.693518758,0.027343750,12.211515188,0.000000000
42.346484,pos_sweep,12.183095932,1.178099990,0.027343750,12.219361321,0.000000000
42.352751,pos_sweep,12.190573692,0.981750011,0.027343750,12.227204400,0.000000000
42.356476,pos_sweep,12.197284698,1.546256304,0.035156250,12.235044422,0.000000000
42.362485,pos_sweep,12.205913544,1.448081255,0.023437500,12.242881385,0.000000000
42.366475,pos_sweep,12.214734077,1.865324974,0.019531250,12.250715287,0.000000000
42.371490,pos_sweep,12.223937988,2.012587547,0.011718750,12.258546127,0.000000000
42.376467,pos_sweep,12.234100342,2.208937407,0.007812500,12.266373902,0.000000000
42.381468,pos_sweep,12.242537498,1.423537493,0.011718750,12.274198610,0.000000000
42.386465,pos_sweep,12.250207901,1.865324974,0.019531250,12.282020250,0.000000000
42.392659,pos_sweep,12.258069038,1.398993731,0.023437500,12.289838820,0.000000000
42.396538,pos_sweep,12.263438225,1.104468703,0.035156250,12.297654317,0.000000000
42.401459,pos_sweep,12.268423080,1.030837536,0.035156250,12.305466739,0.000000000
42.406472,pos_sweep,12.275518417,1.668974996,0.027343750,12.313276086,0.000000000
42.411466,pos_sweep,12.283762932,1.374449968,0.023437500,12.321082354,0.000000000
42.416466,pos_sweep,12.291625023,1.718062520,0.035156250,12.328885541,0.000000000
42.421466,pos_sweep,12.299870491,1.693518758,0.023437500,12.336685647,0.000000000
42.426462,pos_sweep,12.309266090,1.644431233,0.023437500,12.344482668,0.000000000
42.431457,pos_sweep,12.317318916,1.251731277,0.023437500,12.352276603,0.000000000
42.436456,pos_sweep,12.326139450,1.889868736,0.019531250,12.360067450,0.000000000
42.441457,pos_sweep,12.335918427,1.497168779,0.019531250,12.367855207,0.000000000
42.447519,pos_sweep,12.345122337,1.791693807,0.011718750,12.375639872,0.000000000
42.451465,pos_sweep,12.353176117,1.497168779,0.007812500,12.383421443,0.000000000
42.456455,pos_sweep,12.360846519,1.178099990,0.019531250,12.391199918,0.000000000
42.461524,pos_sweep,12.367365837,0.834487498,0.023437500,12.398975296,0.000000000
42.466459,pos_sweep,12.374460220,1.570799947,0.019531250,12.406747574,0.000000000
42.471471,pos_sweep,12.382514000,1.570799947,0.023437500,12.414516750,0.000000000
42.476710,pos_sweep,12.389608383,1.006293774,0.023437500,12.422282822,0.000000000
42.481466,pos_sweep,12.396894455,1.595343709,0.019531250,12.430045789,0.000000000
42.486461,pos_sweep,12.405906677,1.816237450,0.011718750,12.437805648,0.000000000
42.491466,pos_sweep,12.413577080,1.202643752,0.023437500,12.445562398,0.000000000
42.496465,pos_sweep,12.419713020,0.736312509,0.027343750,12.453316037,0.000000000
42.501470,pos_sweep,12.426807404,1.104468703,0.023437500,12.461066562,0.000000000
42.506673,pos_sweep,12.434285164,1.129012465,0.023437500,12.468813972,0.000000000
42.511459,pos_sweep,12.439654350,0.785399973,0.039062500,12.476558265,0.000000000
42.516456,pos_sweep,12.445023537,1.055381298,0.039062500,12.484299438,0.000000000
42.521457,pos_sweep,12.451926231,1.325362444,0.027343750,12.492037491,0.000000000
42.526606,pos_sweep,12.459788322,1.521712542,0.039062500,12.499772420,0.000000000
42.532472,pos_sweep,12.467457771,0.932662487,0.042968750,12.507504225,0.000000000
42.536463,pos_sweep,12.473402023,1.718062520,0.035156250,12.515232902,0.000000000
42.541477,pos_sweep,12.482030869,1.889868736,0.027343750,12.522958451,0.000000000
42.548595,pos_sweep,12.493535995,1.448081255,0.042968750,12.530680869,0.000000000
42.551470,pos_sweep,12.498520851,1.300818801,0.027343750,12.538400155,0.000000000
42.556463,pos_sweep,12.508492470,1.988043785,0.027343750,12.546116306,0.000000000
42.561467,pos_sweep,12.517888069,1.767150044,0.023437500,12.553829320,0.000000000
42.566466,pos_sweep,12.526708603,1.570799947,0.019531250,12.561539196,0.000000000
42.572631,pos_sweep,12.535912514,1.448081255,0.019531250,12.569245931,0.000000000
42.577598,pos_sweep,12.542048454,0.957206249,0.039062500,12.576949524,0.000000000
42.581545,pos_sweep,12.547991753,1.104468703,0.035156250,12.584649973,0.000000000
42.586523,pos_sweep,12.555662155,1.374449968,0.027343750,12.592347276,0.000000000
42.591450,pos_sweep,12.563139915,1.570799947,0.035156250,12.600041431,0.000000000
42.596542,pos_sweep,12.570426941,1.497168779,0.027343750,12.607732435,0.000000000
42.601450,pos_sweep,12.578671455,1.472625017,0.019531250,12.615420288,0.000000000
42.606448,pos_sweep,12.587491989,1.546256304,0.023437500,12.623104987,0.000000000
42.611449,pos_sweep,12.594587326,1.644431233,0.027343750,12.630786530,0.000000000
42.616448,pos_sweep,12.601873398,1.619887471,0.027343750,12.638464916,0.000000000
42.622620,pos_sweep,12.610118866,1.546256304,0.027343750,12.646140141,0.000000000
42.626516,pos_sweep,12.617021561,1.006293774,0.023437500,12.653812206,0.000000000
42.632526,pos_sweep,12.624499321,1.374449968,0.035156250,12.661481106,0.000000000
42.637593,pos_sweep,12.632744789,1.079924941,0.023437500,12.669146842,0.000000000
42.642442,pos_sweep,12.640606880,1.300818801,0.027343750,12.676809410,0.000000000
42.646436,pos_sweep,12.647509575,1.521712542,0.027343750,12.684468809,0.000000000
42.651438,pos_sweep,12.655946732,1.349906206,0.035156250,12.692125037,0.000000000
42.656433,pos_sweep,12.665150642,1.619887471,0.011718750,12.699778091,0.000000000
42.661435,pos_sweep,12.674737930,2.307112455,0.007812500,12.707427971,0.000000000
42.666447,pos_sweep,12.685858727,2.184393644,0.007812500,12.715074674,0.000000000
42.671440,pos_sweep,12.696213722,1.546256304,0.000000000,12.722718199,0.000000000
42.676440,pos_sweep,12.705801010,1.644431233,0.003906250,12.730358542,0.000000000
42.681434,pos_sweep,12.711745262,0.859031260,0.019531250,12.737995703,0.000000000
42.686451,pos_sweep,12.715004921,0.736312509,0.027343750,12.745629680,0.000000000
42.691432,pos_sweep,12.717689514,0.760856271,0.042968750,12.753260470,0.000000000
42.696434,pos_sweep,12.721907616,0.883575022,0.042968750,12.760888071,0.000000000
42.701434,pos_sweep,12.728618622,1.448081255,0.039062500,12.768512483,0.000000000
42.706434,pos_sweep,12.736097336,1.251731277,0.039062500,12.776133702,0.000000000
42.711440,pos_sweep,12.742424965,0.834487498,0.039062500,12.783751728,0.000000000
42.716432,pos_sweep,12.749327660,1.276275039,0.042968750,12.791366557,0.000000000
42.721431,pos_sweep,12.757381439,1.374449968,0.039062500,12.798978189,0.000000000
42.726433,pos_sweep,12.764092445,0.834487498,0.050781250,12.806586620,0.000000000
42.731433,pos_sweep,12.770036697,1.300818801,0.054687500,12.814191851,0.000000000
42.736432,pos_sweep,12.776556015,1.251731277,0.050781250,12.821793877,0.000000000
42.741434,pos_sweep,12.784225464,1.006293774,0.042968750,12.829392698,0.000000000
42.746433,pos_sweep,12.791129112,1.079924941,0.050781250,12.836988312,0.000000000
42.751430,pos_sweep,12.798031807,1.129012465,0.042968750,12.844580717,0.000000000
42.756433,pos_sweep,12.807044029,1.938956261,0.042968750,12.852169910,0.000000000
42.761435,pos_sweep,12.816056252,1.889868736,0.039062500,12.859755891,0.000000000
42.766434,pos_sweep,12.824876785,1.963500023,0.027343750,12.867338656,0.000000000
42.771436,pos_sweep,12.834847450,1.767150044,0.027343750,12.874918205,0.000000000
42.776434,pos_sweep,12.844434738,1.521712542,0.023437500,12.882494535,0.000000000
42.781435,pos_sweep,12.854788780,2.086218834,0.023437500,12.890067644,0.000000000
42.786434,pos_sweep,12.864184380,1.325362444,0.011718750,12.897637531,0.000000000
42.791440,pos_sweep,12.872813225,1.546256304,0.019531250,12.905204193,0.000000000
42.796478,pos_sweep,12.881058693,1.718062520,0.019531250,12.912767629,0.000000000
42.801414,pos_sweep,12.887578011,0.736312509,0.023437500,12.920327837,0.000000000
42.806416,pos_sweep,12.892755508,1.006293774,0.035156250,12.927884815,0.000000000
42.811412,pos_sweep,12.897740364,0.638137519,0.039062500,12.935438560,0.000000000
42.816417,pos_sweep,12.905027390,1.398993731,0.027343750,12.942989072,0.000000000
42.821528,pos_sweep,12.913080215,1.521712542,0.035156250,12.950536349,0.000000000
42.827437,pos_sweep,12.920175552,1.325362444,0.027343750,12.958080387,0.000000000
42.832565,pos_sweep,12.929379463,1.767150044,0.027343750,12.965621186,0.000000000
42.837541,pos_sweep,12.937815666,1.497168779,0.027343750,12.973158744,0.000000000
42.842440,pos_sweep,12.944911003,1.104468703,0.023437500,12.980693058,0.000000000
42.846422,pos_sweep,12.952005386,1.423537493,0.023437500,12.988224127,0.000000000
42.851420,pos_sweep,12.959674835,1.325362444,0.027343750,12.995751949,0.000000000
42.856431,pos_sweep,12.966195107,1.006293774,0.027343750,13.003276523,0.000000000
42.861478,pos_sweep,12.972138405,0.809943736,0.035156250,13.010797845,0.000000000
42.866462,pos_sweep,12.979808807,1.227187514,0.023437500,13.018315915,0.000000000
42.872477,pos_sweep,12.987862587,1.300818801,0.039062500,13.025830730,0.000000000
42.876420,pos_sweep,12.995148659,1.374449968,0.035156250,13.033342288,0.000000000
42.887079,pos_sweep,13.007612228,1.988043785,0.019531250,13.040850589,0.000000000
42.887423,pos_sweep,13.015282631,1.644431233,0.019531250,13.048355629,0.000000000
42.892419,pos_sweep,13.024102211,1.816237450,0.019531250,13.055857407,0.000000000
42.899424,pos_sweep,13.036758423,1.889868736,0.003906250,13.063355921,0.000000000
42.902418,pos_sweep,13.042126656,1.300818801,0.011718750,13.070851169,0.000000000
42.907419,pos_sweep,13.049413681,1.227187514,0.011718750,13.078343149,0.000000000
42.914424,pos_sweep,13.059576035,1.349906206,0.019531250,13.085831860,0.000000000
42.917421,pos_sweep,13.062644005,0.760856271,0.019531250,13.093317300,0.000000000
42.922417,pos_sweep,13.066862106,0.785399973,0.035156250,13.100799466,0.000000000
42.927433,pos_sweep,13.072231293,1.129012465,0.023437500,13.108278357,0.000000000
42.932414,pos_sweep,13.079517365,1.521712542,0.027343750,13.115753971,0.000000000
42.938892,pos_sweep,13.087954521,1.816237450,0.023437500,13.123226305,0.000000000
42.943428,pos_sweep,13.094665527,0.834487498,0.027343750,13.130695360,0.000000000
42.951427,pos_sweep,13.109046936,1.153556228,0.011718750,13.138161131,0.000000000
42.952416,pos_sweep,13.111539841,1.104468703,0.011718750,13.145623618,0.000000000
42.957416,pos_sweep,13.118442535,1.276275039,0.027343750,13.153082818,0.000000000
42.962414,pos_sweep,13.125345230,1.398993731,0.023437500,13.160538730,0.000000000
42.968448,pos_sweep,13.134357452,1.030837536,0.035156250,13.167991353,0.000000000
42.973444,pos_sweep,13.139918327,0.981750011,0.027343750,13.175440683,0.000000000
42.977422,pos_sweep,13.145095825,0.908118725,0.042968750,13.182886719,0.000000000
42.983435,pos_sweep,13.151806831,1.129012465,0.035156250,13.190329459,0.000000000
42.987423,pos_sweep,13.159092903,1.300818801,0.035156250,13.197768902,0.000000000
42.992421,pos_sweep,13.165804863,1.178099990,0.035156250,13.205205046,0.000000000
42.997402,pos_sweep,13.173474312,1.349906206,0.035156250,13.212637888,0.000000000
43.002480,pos_sweep,13.183444977,2.258024931,0.027343750,13.220067427,0.000000000
43.007404,pos_sweep,13.192265511,1.497168779,0.019531250,13.227493661,0.000000000
43.012400,pos_sweep,13.201852798,2.110762596,0.011718750,13.234916588,0.000000000
43.018261,pos_sweep,13.211440086,1.718062520,0.011718750,13.242336206,0.000000000
43.023405,pos_sweep,13.219302177,1.349906206,0.019531250,13.249752514,0.000000000
43.027402,pos_sweep,13.226779938,1.325362444,0.019531250,13.257165509,0.000000000
43.032396,pos_sweep,13.233683586,1.079924941,0.019531250,13.264575190,0.000000000
43.037405,pos_sweep,13.238476753,0.490875006,0.027343750,13.271981555,0.000000000
43.042429,pos_sweep,13.243462563,1.349906206,0.039062500,13.279384602,0.000000000
43.048411,pos_sweep,13.249790192,1.325362444,0.035156250,13.286784329,0.000000000
43.052393,pos_sweep,13.258035660,1.668974996,0.019531250,13.294180735,0.000000000
43.057398,pos_sweep,13.266088486,1.718062520,0.023437500,13.301573817,0.000000000
43.063399,pos_sweep,13.275292397,1.840781212,0.019531250,13.308963573,0.000000000
43.067392,pos_sweep,13.284687996,1.693518758,0.019531250,13.316350002,0.000000000
43.072397,pos_sweep,13.291975021,1.251731277,0.019531250,13.323733102,0.000000000
43.077519,pos_sweep,13.299069405,1.374449968,0.023437500,13.331112872,0.000000000
43.082462,pos_sweep,13.306355476,1.153556228,0.023437500,13.338489308,0.000000000
43.088424,pos_sweep,13.312299728,0.539962471,0.027343750,13.345862410,0.000000000
43.092393,pos_sweep,13.317860603,0.785399973,0.027343750,13.353232175,0.000000000
43.097507,pos_sweep,13.324954987,1.619887471,0.027343750,13.360598602,0.000000000
43.102396,pos_sweep,13.332242012,1.202643752,0.027343750,13.367961689,0.000000000
43.107448,pos_sweep,13.338569641,0.957206249,0.039062500,13.375321434,0.000000000
43.113410,pos_sweep,13.345280647,1.423537493,0.035156250,13.382677835,0.000000000
43.117645,pos_sweep,13.352950096,1.546256304,0.027343750,13.390030890,0.000000000
43.123520,pos_sweep,13.361387253,1.325362444,0.035156250,13.397380598,0.000000000
43.128439,pos_sweep,13.368865967,1.619887471,0.023437500,13.404726957,0.000000000
43.132391,pos_sweep,13.377878189,1.914412498,0.023437500,13.412069964,0.000000000
43.137397,pos_sweep,13.386697769,1.300818801,0.011718750,13.419409618,0.000000000
43.142396,pos_sweep,13.394943237,1.521712542,0.023437500,13.426745918,0.000000000
43.147393,pos_sweep,13.403380394,1.300818801,0.019531250,13.434078860,0.000000000
43.152393,pos_sweep,13.410283089,1.006293774,0.027343750,13.441408445,0.000000000
43.157395,pos_sweep,13.415460587,1.006293774,0.027343750,13.448734669,0.000000000
43.162393,pos_sweep,13.421021461,1.178099990,0.035156250,13.456057530,0.000000000
43.167409,pos_sweep,13.428307533,1.546256304,0.027343750,13.463377028,0.000000000
43.173426,pos_sweep,13.436168671,1.325362444,0.035156250,13.470693160,0.000000000
43.177461,pos_sweep,13.443072319,1.030837536,0.023437500,13.478005924,0.000000000
43.182395,pos_sweep,13.452467918,1.840781212,0.023437500,13.485315319,0.000000000
43.188444,pos_sweep,13.462055206,1.300818801,0.019531250,13.492621342,0.000000000
43.192375,pos_sweep,13.467041016,0.785399973,0.027343750,13.499923992,0.000000000
43.197438,pos_sweep,13.473752022,1.006293774,0.023437500,13.507223268,0.000000000
43.203389,pos_sweep,13.481229782,0.883575022,0.035156250,13.514519166,0.000000000
43.208386,pos_sweep,13.486215591,1.006293774,0.035156250,13.521811686,0.000000000
43.213391,pos_sweep,13.491392136,1.227187514,0.039062500,13.529100825,0.000000000
43.218396,pos_sweep,13.498487473,1.619887471,0.035156250,13.536386582,0.000000000
43.223387,pos_sweep,13.506156921,1.178099990,0.027343750,13.543668955,0.000000000
43.228388,pos_sweep,13.513827324,1.325362444,0.027343750,13.550947942,0.000000000
43.233491,pos_sweep,13.521305084,1.448081255,0.035156250,13.558223541,0.000000000
43.238429,pos_sweep,13.529167175,0.957206249,0.027343750,13.565495751,0.000000000
43.243389,pos_sweep,13.536069870,0.883575022,0.039062500,13.572764570,0.000000000
43.248379,pos_sweep,13.541630745,1.227187514,0.039062500,13.580029995,0.000000000
43.253377,pos_sweep,13.548916817,1.595343709,0.035156250,13.587292025,0.000000000
43.258505,pos_sweep,13.557737350,1.325362444,0.035156250,13.594550658,0.000000000
43.263383,pos_sweep,13.564256668,1.374449968,0.027343750,13.601805893,0.000000000
43.269751,pos_sweep,13.571735382,1.816237450,0.023437500,13.609057727,0.000000000
43.272378,pos_sweep,13.579213142,1.300818801,0.027343750,13.616306159,0.000000000
43.278460,pos_sweep,13.585540771,1.153556228,0.035156250,13.623551187,0.000000000
43.283376,pos_sweep,13.590718269,1.227187514,0.042968750,13.630792809,0.000000000
43.288376,pos_sweep,13.597429276,1.546256304,0.042968750,13.638031024,0.000000000
43.292368,pos_sweep,13.604523659,0.932662487,0.050781250,13.645265828,0.000000000
43.298375,pos_sweep,13.611042976,0.932662487,0.042968750,13.652497222,0.000000000
43.302371,pos_sweep,13.618713379,1.938956261,0.039062500,13.659725202,0.000000000
43.308553,pos_sweep,13.627342224,1.889868736,0.035156250,13.666949768,0.000000000
43.313738,pos_sweep,13.634819984,1.398993731,0.039062500,13.674170917,0.000000000
43.318886,pos_sweep,13.641147614,1.153556228,0.050781250,13.681388647,0.000000000
43.322374,pos_sweep,13.648242950,1.546256304,0.042968750,13.688602957,0.000000000
43.328388,pos_sweep,13.654570580,0.809943736,0.042968750,13.695813844,0.000000000
43.333388,pos_sweep,13.659938812,0.490875006,0.050781250,13.703021308,0.000000000
43.337371,pos_sweep,13.665499687,0.687224984,0.050781250,13.710225346,0.000000000
43.343561,pos_sweep,13.673361778,1.570799947,0.042968750,13.717425956,0.000000000
43.348373,pos_sweep,13.681222916,1.546256304,0.042968750,13.724623137,0.000000000
43.352369,pos_sweep,13.687933922,1.202643752,0.050781250,13.731816887,0.000000000
43.358386,pos_sweep,13.696179390,1.865324974,0.042968750,13.739007204,0.000000000
43.363385,pos_sweep,13.705383301,1.668974996,0.039062500,13.746194087,0.000000000
43.368377,pos_sweep,13.714012146,1.300818801,0.035156250,13.753377532,0.000000000
43.373375,pos_sweep,13.723407745,1.791693807,0.027343750,13.760557539,0.000000000
43.378374,pos_sweep,13.733186722,1.791693807,0.027343750,13.767734107,0.000000000
43.382375,pos_sweep,13.740857124,1.325362444,0.023437500,13.774907232,0.000000000
43.388381,pos_sweep,13.748718262,1.276275039,0.027343750,13.782076913,0.000000000
43.393380,pos_sweep,13.755237579,0.834487498,0.035156250,13.789243149,0.000000000
43.398414,pos_sweep,13.759840012,0.834487498,0.039062500,13.796405938,0.000000000
43.402374,pos_sweep,13.764824867,1.129012465,0.039062500,13.803565278,0.000000000
43.408357,pos_sweep,13.771536827,1.521712542,0.035156250,13.810721166,0.000000000
43.413352,pos_sweep,13.779014587,1.276275039,0.035156250,13.817873602,0.000000000
43.418363,pos_sweep,13.785533905,1.398993731,0.039062500,13.825022584,0.000000000
43.423352,pos_sweep,13.791478157,1.055381298,0.039062500,13.832168109,0.000000000
43.428365,pos_sweep,13.799148560,1.251731277,0.039062500,13.839310176,0.000000000
43.433555,pos_sweep,13.806051254,0.883575022,0.035156250,13.846448784,0.000000000
43.438359,pos_sweep,13.811995506,0.785399973,0.042968750,13.853583930,0.000000000
43.446386,pos_sweep,13.823692322,1.202643752,0.039062500,13.860715612,0.000000000
43.448359,pos_sweep,13.826375961,1.006293774,0.042968750,13.867843829,0.000000000
43.453464,pos_sweep,13.833087921,1.300818801,0.039062500,13.874968580,0.000000000
43.458359,pos_sweep,13.839607239,1.055381298,0.039062500,13.882089861,0.000000000
43.463369,pos_sweep,13.848236084,1.742606282,0.027343750,13.889207672,0.000000000
43.468403,pos_sweep,13.858015060,1.742606282,0.027343750,13.896322011,0.000000000
43.473357,pos_sweep,13.866452217,2.037131310,0.019531250,13.903432875,0.000000000
43.478363,pos_sweep,13.877189636,2.258024931,0.019531250,13.910540264,0.000000000
43.483450,pos_sweep,13.887928009,2.037131310,0.007812500,13.917644175,0.000000000
43.488356,pos_sweep,13.898665428,2.159849882,0.000000000,13.924744607,0.000000000
43.493679,pos_sweep,13.909211159,1.718062520,0.000000000,13.931841558,0.000000000
43.498475,pos_sweep,13.918415070,1.570799947,-0.003906250,13.938935025,0.000000000
43.503394,pos_sweep,13.925318718,1.178099990,0.000000000,13.946025008,0.000000000
43.508366,pos_sweep,13.930303574,0.662681222,0.007812500,13.953111504,0.000000000
43.514023,pos_sweep,13.933563232,0.883575022,0.023437500,13.960194512,0.000000000
43.518363,pos_sweep,13.937207222,0.809943736,0.023437500,13.967274030,0.000000000
43.523369,pos_sweep,13.942958832,1.546256304,0.019531250,13.974350056,0.000000000
43.529281,pos_sweep,13.949862480,1.300818801,0.023437500,13.981422589,0.000000000
43.533363,pos_sweep,13.955998421,1.227187514,0.027343750,13.988491626,0.000000000
43.538400,pos_sweep,13.961366653,0.981750011,0.035156250,13.995557166,0.000000000
43.543370,pos_sweep,13.967694283,1.374449968,0.035156250,14.002619208,0.000000000
43.548367,pos_sweep,13.974789619,1.251731277,0.035156250,14.009677748,0.000000000
43.556066,pos_sweep,13.980733871,0.809943736,0.039062500,14.016732786,0.000000000
43.558367,pos_sweep,13.985718727,1.079924941,0.035156250,14.023784320,0.000000000
43.563390,pos_sweep,13.991279602,1.497168779,0.035156250,14.030832348,0.000000000
43.568359,pos_sweep,13.998758316,1.570799947,0.035156250,14.037876869,0.000000000
43.573355,pos_sweep,14.006619453,1.668974996,0.035156250,14.044917880,0.000000000
43.578356,pos_sweep,14.013713837,1.153556228,0.039062500,14.051955379,0.000000000
43.584364,pos_sweep,14.023877144,1.718062520,0.023437500,14.058989366,0.000000000
43.588342,pos_sweep,14.029053688,1.030837536,0.035156250,14.066019838,0.000000000
43.593343,pos_sweep,14.035189629,0.957206249,0.039062500,14.073046793,0.000000000
43.598343,pos_sweep,14.041709900,1.325362444,0.039062500,14.080070230,0.000000000
43.603339,pos_sweep,14.049571037,1.742606282,0.035156250,14.087090147,0.000000000
43.608341,pos_sweep,14.056473732,1.055381298,0.035156250,14.094106543,0.000000000
43.613337,pos_sweep,14.063760757,1.349906206,0.035156250,14.101119414,0.000000000
43.618334,pos_sweep,14.072964668,1.988043785,0.023437500,14.108128761,0.000000000
43.623334,pos_sweep,14.081976891,1.398993731,0.019531250,14.115134580,0.000000000
43.628336,pos_sweep,14.089838028,1.227187514,0.019531250,14.122136871,0.000000000
43.633347,pos_sweep,14.097700119,1.153556228,0.023437500,14.129135631,0.000000000
43.638338,pos_sweep,14.103836060,0.908118725,0.027343750,14.136130859,0.000000000
43.642328,pos_sweep,14.107670784,0.564506233,0.039062500,14.143122553,0.000000000
43.649389,pos_sweep,14.113423347,1.423537493,0.039062500,14.150110711,0.000000000
43.653332,pos_sweep,14.117833138,1.178099990,0.039062500,14.157095332,0.000000000
43.658333,pos_sweep,14.125311852,1.325362444,0.027343750,14.164076413,0.000000000
43.663332,pos_sweep,14.132789612,1.521712542,0.039062500,14.171053953,0.000000000
43.668352,pos_sweep,14.140268326,1.374449968,0.027343750,14.178027951,0.000000000
43.673349,pos_sweep,14.149280548,1.472625017,0.023437500,14.184998404,0.000000000
43.678335,pos_sweep,14.157525063,1.153556228,0.023437500,14.191965310,0.000000000
43.683335,pos_sweep,14.165003777,1.325362444,0.023437500,14.198928669,0.000000000
43.690333,pos_sweep,14.177275658,1.423537493,0.023437500,14.205888478,0.000000000
43.693369,pos_sweep,14.179384232,0.539962471,0.035156250,14.212844736,0.000000000
43.698403,pos_sweep,14.184945107,1.079924941,0.035156250,14.219797440,0.000000000
43.703348,pos_sweep,14.191656113,1.178099990,0.019531250,14.226746589,0.000000000
43.709025,pos_sweep,14.199709892,1.546256304,0.023437500,14.233692182,0.000000000
43.713333,pos_sweep,14.207571983,1.398993731,0.023437500,14.240634216,0.000000000
43.718336,pos_sweep,14.215049744,1.227187514,0.019531250,14.247572690,0.000000000
43.723334,pos_sweep,14.223486900,1.521712542,0.019531250,14.254507603,0.000000000
43.728335,pos_sweep,14.230772972,1.079924941,0.019531250,14.261438951,0.000000000
43.734239,pos_sweep,14.237292290,1.300818801,0.019531250,14.268366735,0.000000000
43.738366,pos_sweep,14.243428230,1.300818801,0.023437500,14.275290951,0.000000000
43.743335,pos_sweep,14.251098633,1.030837536,0.023437500,14.282211598,0.000000000
43.750462,pos_sweep,14.260494232,1.104468703,0.019531250,14.289128675,0.000000000
43.753341,pos_sweep,14.263945580,1.349906206,0.019531250,14.296042179,0.000000000
43.758365,pos_sweep,14.270656586,1.300818801,0.023437500,14.302952110,0.000000000
43.763337,pos_sweep,14.277175903,0.834487498,0.035156250,14.309858464,0.000000000
43.768339,pos_sweep,14.282353401,0.834487498,0.039062500,14.316761242,0.000000000
43.773338,pos_sweep,14.287146568,0.908118725,0.035156250,14.323660440,0.000000000
43.778380,pos_sweep,14.293858528,1.251731277,0.035156250,14.330556057,0.000000000
43.783361,pos_sweep,14.300952911,1.153556228,0.035156250,14.337448091,0.000000000
43.788379,pos_sweep,14.308238983,1.104468703,0.027343750,14.344336542,0.000000000
43.793346,pos_sweep,14.315526009,1.546256304,0.023437500,14.351221406,0.000000000
43.798358,pos_sweep,14.324153900,1.374449968,0.023437500,14.358102682,0.000000000
43.806152,pos_sweep,14.331440926,0.981750011,0.035156250,14.364980369,0.000000000
43.808348,pos_sweep,14.336810112,0.760856271,0.035156250,14.371854464,0.000000000
43.813327,pos_sweep,14.342561722,0.981750011,0.035156250,14.378724967,0.000000000
43.818341,pos_sweep,14.348122597,1.006293774,0.035156250,14.385591875,0.000000000
43.823311,pos_sweep,14.352341652,0.859031260,0.050781250,14.392455186,0.000000000
